video_id,published_at,title,url,language_guess,lyric_likeness_score,is_lyric_like,line_count,avg_line_len,series_guess,character_guess,song_title_guess,profile_tags,description_hash
Y2EiGZvXgps,2025-12-14T07:26:15Z,Mitchell - Midnight Glide (Jump Rope & Speedball / Liquid DnB & UK Garage),https://www.youtube.com/watch?v=Y2EiGZvXgps,EN,53.6,yes,81,25.89,,Mitchell,,idol_pop_hook,520bcbb9c3cd
1QxVGtaF5uU,2025-12-14T05:44:35Z,Kreather - Lazy Walk (Boxing Footwork / Latin Pop & Mariachi Rock),https://www.youtube.com/watch?v=1QxVGtaF5uU,EN,58.3,yes,69,23.48,,Kreather,,labor_work,ab44b4c6e6ea
J_Ad62H4Cq8,2025-12-13T16:32:21Z,Marie - Beat It Up! (Boxing / Electro Funk & Disco House),https://www.youtube.com/watch?v=J_Ad62H4Cq8,EN,63.9,yes,53,24.75,,Marie,,idol_pop_hook,ef23d48ead9e
bkp3WphmvjQ,2025-12-13T15:55:48Z,Bongnam - Pink K.O. (Boxing / Hype Rap & Trap),https://www.youtube.com/watch?v=bkp3WphmvjQ,EN,56.3,yes,71,27.39,,Bongnam,,general_lyric_history,68778312f28e
1islDd4tuO8,2025-12-13T15:26:42Z,Welling - Titan (Squat & Deadlift / Arena Rock),https://www.youtube.com/watch?v=1islDd4tuO8,EN,52.8,yes,65,27.68,,Welling,,general_lyric_history,28ff12b61f3b
Kp0Tyq6O3Fc,2025-12-13T15:04:46Z,Walcott - Gravity (Bench Press / Post-Hardcore & Emo Rock),https://www.youtube.com/watch?v=Kp0Tyq6O3Fc,EN,49.8,yes,74,26.42,,Walcott,,general_lyric_history,b79b1975aee0
YHvmCngC9Gs,2025-12-13T14:49:37Z,Kashas - Overload (Shoulder Press / Funk Metal & Grime),https://www.youtube.com/watch?v=YHvmCngC9Gs,EN,50.7,yes,68,28.16,,Kashas,,general_lyric_history,5d94c01a50ca
2JomZe0xq9Y,2025-12-13T14:28:57Z,Tatoo - Dark Iron (Weight Training / Gym Phonk),https://www.youtube.com/watch?v=2JomZe0xq9Y,EN,0,no_or_needs_manual_review,12,140.83,,Tatoo,,general_lyric_history,b310fa516cc9
cpZ5qMtbTN4,2025-12-13T12:11:38Z,Oleg - Iron Temple (Weight Lifting / Industrial Metal),https://www.youtube.com/watch?v=cpZ5qMtbTN4,EN,61.7,yes,60,24.87,,Oleg,,general_lyric_history,a11c0d94c80f
EAfKLGkB9R4,2025-12-13T11:33:11Z,Chenny - Pe(x)ace Maker (Running / Happy Hardcore),https://www.youtube.com/watch?v=EAfKLGkB9R4,EN,43.0,yes,68,31.01,,Chenny,,labor_work,ce6e0d3f40be
i-PpNvnqmO4,2025-12-13T09:44:18Z,Tarahan - Spectral Run (Running / Liquid Drum & Bass),https://www.youtube.com/watch?v=i-PpNvnqmO4,EN,54.9,yes,43,23.44,,Tarahan,,idol_pop_hook,57520f8665e1
P2fnvz1Elxo,2025-12-13T08:30:05Z,Nerh - Full Throttle (Running / Modern Hard Rock),https://www.youtube.com/watch?v=P2fnvz1Elxo,EN,57.9,yes,51,22.25,,Nerh,,general_lyric_history,6d778e27126b
pApFs8fAyMI,2025-12-13T08:13:58Z,Luke - Sky Runner (Running / Progressive House),https://www.youtube.com/watch?v=pApFs8fAyMI,EN,55.8,yes,37,22.7,,Luke,,idol_pop_hook,3b356faf5555
xZoVfvZkz54,2025-12-13T07:55:12Z,Marie - Oxygen Debt (Running / J-Rock),https://www.youtube.com/watch?v=xZoVfvZkz54,EN,57.3,yes,55,23.67,,Marie,,general_lyric_history,6f4c5606af11
luEJ76Ggatg,2025-12-12T16:21:09Z,[노동요] 크래더 - 'Red Day Lover',https://www.youtube.com/watch?v=luEJ76Ggatg,KR,52.8,yes,56,19.48,노동요,크래더,Red Day Lover,winter_christmas | rain_city | run_dance_motion | self_denial_rationalization | cute_comedy,1ca8b22acf3c
X9CgPmNWM_4,2025-12-12T14:46:15Z,[노동요] 웰링x우나 - '11:50',https://www.youtube.com/watch?v=X9CgPmNWM_4,KR,54.7,yes,47,16.77,노동요,웰링 | 우나,11:50,summer_heat | winter_christmas | rain_city | run_dance_motion | self_denial_rationalization,59e8160d4662
1tuB7dI4FgU,2025-12-10T17:58:54Z,[노동요] 박봉남 - '두 손 모아 새해 기도',https://www.youtube.com/watch?v=1tuB7dI4FgU,KR,59.1,yes,52,14.58,노동요,박봉남,두 손 모아 새해 기도,summer_heat | winter_christmas | rain_city | self_denial_rationalization | cute_comedy,16b009fef81e
VOVIZl7N2cs,2025-12-10T16:55:52Z,[노동요] 현암x유진 - 'Goodbye! My Last Restroom! ' (Live Ver.),https://www.youtube.com/watch?v=VOVIZl7N2cs,KR,57.2,yes,56,18.11,노동요,현암 | 유진,Goodbye! My Last Restroom! ,summer_heat | rain_city | run_dance_motion | self_denial_rationalization | heroic_fantasy,12ee4a894bc1
mPlDdKD4rBk,2025-12-10T15:56:54Z,[노동요] 현암 - '총무 BLUES',https://www.youtube.com/watch?v=mPlDdKD4rBk,KR,49.5,yes,49,17.33,노동요,현암,총무 BLUES,rain_city | heroic_fantasy | dark_cool | labor_work,b6f38c5a8dd3
qoE6n0nu8Mo,2025-12-08T17:19:29Z,[노동요] 체니 - '새빠지게 일해라',https://www.youtube.com/watch?v=qoE6n0nu8Mo,KR,53.1,yes,58,16.97,노동요,체니,새빠지게 일해라,winter_christmas | rain_city | self_denial_rationalization | cute_comedy | heroic_fantasy,64cedca431f2
hn2NKbP0w-E,2025-12-08T15:28:46Z,[노동요] 네르 - '붉은 책상의 맹세',https://www.youtube.com/watch?v=hn2NKbP0w-E,KR,52.8,yes,57,16.07,노동요,네르,붉은 책상의 맹세,summer_heat | winter_christmas | self_denial_rationalization | heroic_fantasy | tender_comfort,0303b5f43041
vBQZLM21owg,2025-12-08T12:04:41Z,[노동요] 루크 - '행복한 설거지 구락부(Happy Dishwashing Club)',https://www.youtube.com/watch?v=vBQZLM21owg,KR,53.3,yes,54,16.3,노동요,루크,행복한 설거지 구락부(Happy Dishwashing Club),rain_city | self_denial_rationalization | tender_comfort | labor_work,d9863a4d0cd1
s9Bh9wg-ho0,2025-12-07T17:17:46Z,[노동요] 레베카 - '해피 클리닝 클럽(Happy Cleaning Club)',https://www.youtube.com/watch?v=s9Bh9wg-ho0,KR,53.9,yes,55,16.98,노동요,레베카,해피 클리닝 클럽(Happy Cleaning Club),summer_heat | rain_city | self_denial_rationalization | heroic_fantasy | tender_comfort,b67146e78136
9UoA6-VDzWE,2025-12-07T13:29:31Z,[노동요] 샐리 - '월요일 아침의 열받기',https://www.youtube.com/watch?v=9UoA6-VDzWE,EN,49.0,yes,43,20.49,노동요,샐리,월요일 아침의 열받기,rain_city | heroic_fantasy | labor_work,0f1597f03839
BRER_SjcaCM,2025-12-07T07:29:03Z,[노동요] 샐리 - '노동요(였던 것)',https://www.youtube.com/watch?v=BRER_SjcaCM,KR,50.3,yes,38,21.39,노동요,샐리,노동요(였던 것),winter_christmas | rain_city | run_dance_motion | self_denial_rationalization | heroic_fantasy,c9635c2ad765
28ri40rfQaI,2025-12-07T04:55:17Z,[노동요] 미첼 - 'Deadline Time Traveler',https://www.youtube.com/watch?v=28ri40rfQaI,KR,42.8,yes,45,23.84,노동요,미첼,Deadline Time Traveler,rain_city | run_dance_motion | self_denial_rationalization | cute_comedy | tender_comfort,0bec79c605f8
EVwzW95dLcA,2025-12-07T04:12:45Z,[노동요] 미첼 - 'Midnight Cursor',https://www.youtube.com/watch?v=EVwzW95dLcA,KR,54.5,yes,43,22.7,노동요,미첼,Midnight Cursor,summer_heat | winter_christmas | run_dance_motion | self_denial_rationalization | heroic_fantasy,7b88a919cfab
VI1S9kJw2o8,2025-12-06T17:58:09Z,[노동요] 박봉남x마리 - 'NO MORE WORK!',https://www.youtube.com/watch?v=VI1S9kJw2o8,KR,52.0,yes,52,17.12,노동요,박봉남 | 마리,NO MORE WORK!,winter_christmas | rain_city | run_dance_motion | self_denial_rationalization | cute_comedy,cd1bb4907b7d
AlqnoYknvIA,2025-12-06T17:02:21Z,[노동요] 카샤스x월콧 - 'Infinite Work',https://www.youtube.com/watch?v=AlqnoYknvIA,KR,53.2,yes,56,20.93,노동요,카샤스 | 월콧,Infinite Work,winter_christmas | rain_city | run_dance_motion | self_denial_rationalization | tender_comfort,e6d40af932e1
SSnO0gnuz6Y,2025-12-06T13:39:06Z,[Winter/Christmas] 시스터 우나 - '눈의 미로(Snowy Maze)',https://www.youtube.com/watch?v=SSnO0gnuz6Y,KR,51.1,yes,27,19.74,Winter/Christmas,시스터 우나,눈의 미로(Snowy Maze),summer_heat | winter_christmas | rain_city | run_dance_motion | self_denial_rationalization,6a5f86733429
-RvzN240XDY,2025-12-06T12:55:12Z,[Winter/Christmas] 라이니 - 'My Private Christmas',https://www.youtube.com/watch?v=-RvzN240XDY,KR,49.3,yes,37,20.78,Winter/Christmas,라이니,My Private Christmas,summer_heat | winter_christmas | rain_city | self_denial_rationalization | cute_comedy,ef4749d7febf
P8DxwcXfN2w,2025-12-06T11:01:13Z,[Winter/Christmas] 타라한 - '반반목도리',https://www.youtube.com/watch?v=P8DxwcXfN2w,KR,51.9,yes,34,20.24,Winter/Christmas,타라한,반반목도리,summer_heat | winter_christmas | rain_city | self_denial_rationalization | cute_comedy,f9e5495ace69
_YV_mvA2Qtc,2025-12-05T15:59:25Z,[Winter/Christmas] 시스 타투 - '미드나잇 테이블 (Midnight Table)',https://www.youtube.com/watch?v=_YV_mvA2Qtc,KR,52.7,yes,39,20,Winter/Christmas,시스 타투,미드나잇 테이블 (Midnight Table),winter_christmas | rain_city | self_denial_rationalization | heroic_fantasy | tender_comfort,55df4e29d527
SA0f346egNY,2025-12-04T16:53:34Z,[Winter/Christmas] 테피 - '윈터 블루밍 (Winter Blooming)',https://www.youtube.com/watch?v=SA0f346egNY,KR,57.7,yes,51,18.9,Winter/Christmas,테피,윈터 블루밍 (Winter Blooming),summer_heat | winter_christmas | rain_city | run_dance_motion | tender_comfort,62c7f8366f4b
iP3Dsgimn-M,2025-12-03T14:34:07Z,[Winter/Christmas] 체니 - '크리스마스의 악몽!',https://www.youtube.com/watch?v=iP3Dsgimn-M,KR,57.3,yes,57,16.63,Winter/Christmas,체니,크리스마스의 악몽!,winter_christmas | rain_city | self_denial_rationalization | cute_comedy | dark_cool,c92bf1116046
9yJS20NL7LU,2025-12-02T16:28:42Z,[Winter/Christmas] 미첼 - 'Neon 'Stiller',https://www.youtube.com/watch?v=9yJS20NL7LU,KR,48.2,yes,39,23.69,Winter/Christmas,미첼,Neon ,summer_heat | winter_christmas | rain_city | run_dance_motion | tender_comfort,0631f209d6ec
m-zyoGX8G04,2025-12-01T16:43:12Z,"[Winter/Christmas] 세리카 - 'Shine, Like a Starlight'",https://www.youtube.com/watch?v=m-zyoGX8G04,KR,52.1,yes,44,18.66,Winter/Christmas,세리카,"Shine, Like a Starlight",summer_heat | winter_christmas | rain_city | run_dance_motion | self_denial_rationalization,75ed58aef82c
deneQk2z_SA,2025-11-30T15:22:31Z,"[Winter/Christmas] 령 - '""Hello, Christmas""'",https://www.youtube.com/watch?v=deneQk2z_SA,KR,58.3,yes,43,16.63,Winter/Christmas,령,"Hello, Christmas",summer_heat | winter_christmas | rain_city | tender_comfort | dark_cool,e55f1743afaf
p99bwoE-oF0,2025-11-30T11:46:50Z,[Winter/Christmas] 마리 - '왼쪽 주머니 속 전쟁',https://www.youtube.com/watch?v=p99bwoE-oF0,KR,49.4,yes,43,20.49,Winter/Christmas,마리,왼쪽 주머니 속 전쟁,winter_christmas | rain_city | self_denial_rationalization | cute_comedy | tender_comfort,5c1009c1c982
psjpK81zgX0,2025-11-30T05:44:15Z,[Winter/Christmas] 레베카 - '붕어빵 세마리',https://www.youtube.com/watch?v=psjpK81zgX0,KR,55.0,yes,49,15.9,Winter/Christmas,레베카,붕어빵 세마리,winter_christmas | rain_city | self_denial_rationalization | tender_comfort,2b86a036f6c3
jJxUf-JQDgY,2025-11-29T17:57:54Z,[Winter/Christmas] 마르티나 - 'Noche de Fuego (불꽃의 밤)',https://www.youtube.com/watch?v=jJxUf-JQDgY,KR,57.9,yes,57,18.96,Winter/Christmas,마르티나,Noche de Fuego (불꽃의 밤),summer_heat | winter_christmas | rain_city | run_dance_motion | self_denial_rationalization,ba8a918b5731
1na1siBzw-M,2025-11-29T16:30:24Z,[Winter/Christmas] 박봉남 - '산타는 오늘 못 온대',https://www.youtube.com/watch?v=1na1siBzw-M,KR,56.9,yes,69,20.55,Winter/Christmas,박봉남,산타는 오늘 못 온대,summer_heat | winter_christmas | rain_city | run_dance_motion | self_denial_rationalization,0fa6ea96137b
QyLnIr8vkm4,2025-11-29T12:55:37Z,"[Winter/Christmas] 샐리 - 'Eat, Drink & Shake!'",https://www.youtube.com/watch?v=QyLnIr8vkm4,KR,60.6,yes,49,18.92,Winter/Christmas,샐리,"Eat, Drink & Shake!",summer_heat | winter_christmas | rain_city | run_dance_motion | self_denial_rationalization,f2b1e9b05e33
QC1hd7Jzmuc,2025-11-28T17:48:32Z,[Winter/Christmas]  네르 - 'Snowy Sneakers',https://www.youtube.com/watch?v=QC1hd7Jzmuc,KR,54.1,yes,56,18.68,Winter/Christmas,네르,Snowy Sneakers,summer_heat | winter_christmas | rain_city | self_denial_rationalization | heroic_fantasy,cf78e1cf1a6c
ZrEH-61twx4,2025-11-28T16:01:16Z,"[Project SD] Marie - 'Rolling in the Dice, Oh!' (Kor Ver./한글가사)",https://www.youtube.com/watch?v=ZrEH-61twx4,KR,58.2,yes,56,18.61,Project SD,Marie,"Rolling in the Dice, Oh!",winter_christmas | rain_city | run_dance_motion | self_denial_rationalization | cute_comedy,1082aa8ca124
9iSl1rpAaNo,2025-11-26T11:40:42Z,[방송용 가이드] 박봉남_오프닝 - 'TMI',https://www.youtube.com/watch?v=9iSl1rpAaNo,KR,58.2,yes,48,17.67,방송용 가이드,박봉남_오프닝,TMI,winter_christmas | rain_city | run_dance_motion | self_denial_rationalization | cute_comedy,3241355b3ae5
uTfl3uW3zX8,2025-11-25T15:49:55Z,[방송용 가이드] 루크_엔딩 - '오늘의 책갈피',https://www.youtube.com/watch?v=uTfl3uW3zX8,KR,55.0,yes,51,16.06,방송용 가이드,루크_엔딩,오늘의 책갈피,rain_city | self_denial_rationalization | heroic_fantasy | tender_comfort | dark_cool,52bdecf15c51
rtatU9r5rAs,2025-11-25T12:49:53Z,"[Run Sarura Run!] ""A.K.A. 포레스트가 외동딸"" - '디톡스는 개나 줘!'",https://www.youtube.com/watch?v=rtatU9r5rAs,KR,35.4,yes,38,24.58,Run Sarura Run!,,디톡스는 개나 줘!,summer_heat | winter_christmas | rain_city | run_dance_motion | self_denial_rationalization,54a55703b89a
M7HoSxXTie4,2025-11-24T19:35:16Z,[Lemot Team] Marie - 'BLOW IT UP!',https://www.youtube.com/watch?v=M7HoSxXTie4,EN,50.1,yes,58,32.71,Lemot Team,Marie,BLOW IT UP!,idol_pop_hook,280eab032ba5
5gacdM_61tU,2025-11-24T17:51:56Z,[방송용 가이드] 루크_오프닝 - '작은 발걸음',https://www.youtube.com/watch?v=5gacdM_61tU,KR,54.1,yes,41,15.12,방송용 가이드,루크_오프닝,작은 발걸음,summer_heat | rain_city | run_dance_motion | self_denial_rationalization | heroic_fantasy,acd4b0e1af84
3R5BHpIgEfI,2025-11-23T17:42:16Z,[Project SD] Marie - 'GIVE ME A TREAT!' (Leaked Ver.),https://www.youtube.com/watch?v=3R5BHpIgEfI,EN,58.4,yes,37,26.43,Project SD,Marie,GIVE ME A TREAT!,general_lyric_history,c99eadc7a19a
R8Ve2qivv7w,2025-11-23T16:31:32Z,[Project SD] Marie - 'SKYLINE PLAYGROUND',https://www.youtube.com/watch?v=R8Ve2qivv7w,EN,41.8,yes,57,35,Project SD,Marie,SKYLINE PLAYGROUND,general_lyric_history,ff9c4e230394
hW4np2-WM-k,2025-11-23T15:56:27Z,[Project SD] Marie - 'WILD CARD!',https://www.youtube.com/watch?v=hW4np2-WM-k,EN,52.2,yes,56,28.61,Project SD,Marie,WILD CARD!,general_lyric_history,4ac93702f0be
t2XSL5mp9mQ,2025-11-23T11:27:39Z,[Project SD] Marie - 'CRITICAL EDGE',https://www.youtube.com/watch?v=t2XSL5mp9mQ,EN,43.1,yes,57,33.82,Project SD,Marie,CRITICAL EDGE,idol_pop_hook,ba47acd73337
X9Na_48D4vc,2025-11-23T10:24:00Z,[Bongnam's IM-ERGENCY] Park Bongnam - 'Hunting Will Good',https://www.youtube.com/watch?v=X9Na_48D4vc,EN,50.8,yes,60,28.07,Bongnam's IM-ERGENCY,Park Bongnam,s IM-ERGENCY] Park Bongnam - ,general_lyric_history,575bea105d2d
9lHh1ydAx3s,2025-11-22T15:48:44Z,[Project SD] Marie - 'Moonlight Cast',https://www.youtube.com/watch?v=9lHh1ydAx3s,EN,45.0,yes,58,33.03,Project SD,Marie,Moonlight Cast,general_lyric_history,7a311dec8879
69caDxL5ujo,2025-11-22T13:01:43Z,[Project SD] Marie x Sally - 'MYSTERY SHOP',https://www.youtube.com/watch?v=69caDxL5ujo,EN,38.7,yes,63,29.51,Project SD,Marie | Sally,MYSTERY SHOP,idol_pop_hook,8348a65c6ad1
DTv6e7FHESw,2025-11-22T12:24:09Z,[Project SD] Marie - 'Sneak Eyes',https://www.youtube.com/watch?v=DTv6e7FHESw,EN,54.6,yes,60,25.85,Project SD,Marie,Sneak Eyes,idol_pop_hook,412c80cd982c
rSE-SMvplAA,2025-11-22T11:49:00Z,[Project SD] Marie - 'Rolling Star!',https://www.youtube.com/watch?v=rSE-SMvplAA,EN,52.0,yes,66,26.35,Project SD,Marie,Rolling Star!,general_lyric_history,da43f7bab53c
2BXatgh3kRM,2025-11-22T07:05:24Z,[Project SD] Marie - 'LIMIT BREAK! NYA-!',https://www.youtube.com/watch?v=2BXatgh3kRM,EN,53.4,yes,64,25.89,Project SD,Marie,LIMIT BREAK! NYA-!,general_lyric_history,597816d44208
auMvQ9aq1ng,2025-11-22T04:32:16Z,[Project SD] Marie - 'Lucky Dice',https://www.youtube.com/watch?v=auMvQ9aq1ng,EN,52.9,yes,60,29.05,Project SD,Marie,Lucky Dice,general_lyric_history,41e97467a0e9
dbCgZ8GRGy4,2025-11-21T16:54:39Z,[Bongnam's IM-ERGENCY] Park Bongnam - 'CANNONBALL EXPRESS',https://www.youtube.com/watch?v=dbCgZ8GRGy4,EN,52.7,yes,71,28.49,Bongnam's IM-ERGENCY,Park Bongnam,s IM-ERGENCY] Park Bongnam - ,general_lyric_history,c094ae6138a0
BTv53Miy4Ks,2025-11-21T12:08:18Z,[Bongnam's IM-ERGENCY] Park Bongnam - 'PANIC OVERLOAD!',https://www.youtube.com/watch?v=BTv53Miy4Ks,EN,48.8,yes,58,25.67,Bongnam's IM-ERGENCY,Park Bongnam,s IM-ERGENCY] Park Bongnam - ,general_lyric_history,5bd8e6152224
6lkONF7CWEI,2025-11-20T16:29:37Z,[Bongnam's IM-ERGENCY] Park Bongnam - 'CONFESSION TIME!',https://www.youtube.com/watch?v=6lkONF7CWEI,EN,47.1,yes,58,29.59,Bongnam's IM-ERGENCY,Park Bongnam,s IM-ERGENCY] Park Bongnam - ,general_lyric_history,5e18b62525dc
ebpt-GBX9Z8,2025-11-20T12:30:08Z,[Bongnam's IM-ERGENCY] Park Bongnam - 'JUNGLE RUMBLE!',https://www.youtube.com/watch?v=ebpt-GBX9Z8,EN,45.2,yes,63,35.63,Bongnam's IM-ERGENCY,Park Bongnam,s IM-ERGENCY] Park Bongnam - ,general_lyric_history,c7f9fa569237
zVOOSyDuJDc,2025-11-19T16:43:44Z,[Bongnam's IM-ERGENCY] Park Bongnam - 'The Spy Who Loved The Noise',https://www.youtube.com/watch?v=zVOOSyDuJDc,EN,44.8,yes,64,32.66,Bongnam's IM-ERGENCY,Park Bongnam,s IM-ERGENCY] Park Bongnam - ,labor_work,d3ad71a4d425
0p8fTRBRSgU,2025-11-19T16:15:43Z,[Bongnam's IM-ERGENCY] Park Bongnam - 'Shopping War!',https://www.youtube.com/watch?v=0p8fTRBRSgU,EN,38.5,yes,66,29.91,Bongnam's IM-ERGENCY,Park Bongnam,s IM-ERGENCY] Park Bongnam - ,general_lyric_history,98064f3d8268
9RQQ0cmRcRE,2025-11-18T18:49:09Z,[Bongnam's IM-ERGENCY] Park Bongnam - 'The Villain's Disaster',https://www.youtube.com/watch?v=9RQQ0cmRcRE,EN,44.6,yes,63,33.46,Bongnam's IM-ERGENCY,Park Bongnam,s Disaster,general_lyric_history,3a1bdde11f4a
wv1s2YIfI5c,2025-11-18T17:13:41Z,[Bongnam's IM-ERGENCY] Park Bongnam - 'NEON SUGAR OVERDOSE!',https://www.youtube.com/watch?v=wv1s2YIfI5c,EN,46.3,yes,65,33.18,Bongnam's IM-ERGENCY,Park Bongnam,s IM-ERGENCY] Park Bongnam - ,idol_pop_hook,f233bf0f292f
UgXFG8C9-k4,2025-11-18T16:29:53Z,[Bongnam's IM-ERGENCY] Park Bongnam - 'Queen Of the Crash!',https://www.youtube.com/watch?v=UgXFG8C9-k4,EN,44.0,yes,66,33.76,Bongnam's IM-ERGENCY,Park Bongnam,s IM-ERGENCY] Park Bongnam - ,idol_pop_hook,7e5615252507
zDgO4N3bY80,2025-11-18T12:38:38Z,[Derville Pen is dead!] 젠슨x박봉남 - '나의 얼렁뚱땅 선배님',https://www.youtube.com/watch?v=zDgO4N3bY80,KR,55.0,yes,46,19.46,Derville Pen is dead!,젠슨 | 박봉남,나의 얼렁뚱땅 선배님,summer_heat | winter_christmas | rain_city | run_dance_motion | self_denial_rationalization,bc4020d2a031
wF0YDrngOuo,2025-11-16T14:43:10Z,[Derville Pen is dead!] 월콧x젠슨 - 'Break the Limit!',https://www.youtube.com/watch?v=wF0YDrngOuo,EN,61.4,yes,56,13.77,Derville Pen is dead!,월콧 | 젠슨,Break the Limit!,summer_heat | run_dance_motion | dark_cool,eb3ed73c3bf1
fjikLZoi_Q8,2025-11-12T15:29:40Z,레못맛소녀곰 입니다. 늘 감사드립니다. (From TEAM LEMOT. Thank you always.),https://www.youtube.com/watch?v=fjikLZoi_Q8,EN,53.8,yes,20,44.85,,레못맛소녀곰 입니다. 늘 감사드립니다.,,tender_comfort | labor_work,033158166cf9
CcWTtFfpb8s,2025-11-12T15:07:46Z,[레못맛소녀곰] 루크x박봉남 - 'Thank You!',https://www.youtube.com/watch?v=CcWTtFfpb8s,KR,56.8,yes,44,13.93,레못맛소녀곰,루크 | 박봉남,Thank You!,rain_city | run_dance_motion | self_denial_rationalization | tender_comfort,b7a505bc6f91
5qHwKsZtNDI,2025-11-11T17:34:26Z,"[Run Sarura Run!] 루크x테피 - '마녀가 상냥하게 '후' 불었을 뿐인데, 어째서 재투성이 소년이 불꽃놀이가 되어버린 걸까?'",https://www.youtube.com/watch?v=5qHwKsZtNDI,KR,57.0,yes,44,11.5,Run Sarura Run!,루크 | 테피," 불었을 뿐인데, 어째서 재투성이 소년이 불꽃놀이가 되어버린 걸까?",summer_heat | winter_christmas | rain_city | self_denial_rationalization | heroic_fantasy,ae6a1f1c5b10
y_Gob-nRmKg,2025-11-11T15:26:07Z,[Run Sarura Run!] 테피x크래더 - '우리 둘의 이야기',https://www.youtube.com/watch?v=y_Gob-nRmKg,KR,55.0,yes,29,20.55,Run Sarura Run!,테피 | 크래더,우리 둘의 이야기,cute_comedy | dark_cool | idol_pop_hook,b4347ed66d0f
8A8c3ji6QZ8,2025-11-11T12:39:09Z,[Run Sarura Run!] 루크x세리카 - '엇박자의 왈츠',https://www.youtube.com/watch?v=8A8c3ji6QZ8,KR,58.4,yes,44,12.84,Run Sarura Run!,루크 | 세리카,엇박자의 왈츠,winter_christmas | run_dance_motion | self_denial_rationalization | cute_comedy | heroic_fantasy,110978edcc8d
xrrvkM6fWiU,2025-11-10T15:04:00Z,[Run Sarura Run!] 세리카x레베카 - '11월의 편지',https://www.youtube.com/watch?v=xrrvkM6fWiU,KR,51.6,yes,37,12.51,Run Sarura Run!,세리카 | 레베카,11월의 편지,summer_heat | self_denial_rationalization | tender_comfort,bf7fa611ffb7
F7k0ym_gkks,2025-11-10T12:17:28Z,[Run Sarura Run!] 레베카x라이니 - '달콤한 거짓말',https://www.youtube.com/watch?v=F7k0ym_gkks,KR,66.8,yes,39,10.92,Run Sarura Run!,레베카 | 라이니,달콤한 거짓말,summer_heat | winter_christmas | self_denial_rationalization | tender_comfort | dark_cool,8ba6c539a45c
HahI6bR166U,2025-11-09T16:30:46Z,[Run Sarura Run!] 라이니?x령 - 'Perfect Crime',https://www.youtube.com/watch?v=HahI6bR166U,KR,55.0,yes,39,16.64,Run Sarura Run!,라이니? | 령,Perfect Crime,winter_christmas | rain_city | run_dance_motion | self_denial_rationalization | tender_comfort,b9d5475e216e
4s4UBEn8Rbs,2025-11-09T15:20:54Z,[Run Sarura Run!] 테피?x령 - 'Sixteen',https://www.youtube.com/watch?v=4s4UBEn8Rbs,KR,58.3,yes,36,12.94,Run Sarura Run!,테피? | 령,Sixteen,winter_christmas | rain_city | self_denial_rationalization | tender_comfort | dark_cool,6ab65645f65b
pTWiPDR065M,2025-11-09T11:00:23Z,[Run Sarura Run!] 세리카x테피 - 'Dust to Light',https://www.youtube.com/watch?v=pTWiPDR065M,KR,51.8,yes,33,11.64,Run Sarura Run!,세리카 | 테피,Dust to Light,summer_heat | winter_christmas | self_denial_rationalization | heroic_fantasy | dark_cool,2db384c8df3f
C2ib-psAIl8,2025-11-09T04:34:21Z,[Run Sarura Run!] 샐리x레베카 - '솔트 아이스크림과 회전목마',https://www.youtube.com/watch?v=C2ib-psAIl8,KR,55.0,yes,50,12.6,Run Sarura Run!,샐리 | 레베카,솔트 아이스크림과 회전목마,summer_heat | rain_city | run_dance_motion | self_denial_rationalization | cute_comedy,cd3da26127db
zWMGckmi4Hw,2025-11-08T16:06:56Z,[Run Sarura Run!] 마리x카샤스 - '그럼 난 어때?',https://www.youtube.com/watch?v=zWMGckmi4Hw,KR,59.3,yes,35,17.23,Run Sarura Run!,마리 | 카샤스,그럼 난 어때?,winter_christmas | self_denial_rationalization | cute_comedy | dark_cool,ff8d097597bb
1iY-INbV7H4,2025-11-08T13:51:06Z,[Run Sarura Run!] 마리x크래더 - '세상에서 제일 무거운 너',https://www.youtube.com/watch?v=1iY-INbV7H4,KR,55.0,yes,51,17.96,Run Sarura Run!,마리 | 크래더,세상에서 제일 무거운 너,summer_heat | rain_city | run_dance_motion | cute_comedy | tender_comfort,fa20bc5ccc30
yHKnTMlrHZs,2025-11-08T12:41:34Z,"[Derville Pen is dead!] 박봉남x웰링 - '티이나 해, 일발!'",https://www.youtube.com/watch?v=yHKnTMlrHZs,KR,55.7,yes,46,15.87,Derville Pen is dead!,박봉남 | 웰링,"티이나 해, 일발!",summer_heat | rain_city | run_dance_motion | self_denial_rationalization | cute_comedy,6b5bcaf85a21
ujgG7JHSEUs,2025-11-07T14:01:57Z,[Run Sarura Run!] 세리카?x령 - '균열 속의 무결점',https://www.youtube.com/watch?v=ujgG7JHSEUs,KR,61.4,yes,33,16.61,Run Sarura Run!,세리카? | 령,균열 속의 무결점,winter_christmas | run_dance_motion | self_denial_rationalization | heroic_fantasy | tender_comfort,4e3ffa0c4990
mY7psOekivw,2025-11-06T13:30:41Z,[Derville Pen is dead!] 박봉남xSis.Una - '방구석 아이돌',https://www.youtube.com/watch?v=mY7psOekivw,KR,36.1,yes,56,21.75,Derville Pen is dead!,박봉남 | Sis.Una,방구석 아이돌,winter_christmas | rain_city | run_dance_motion | self_denial_rationalization | cute_comedy,5b8c16dab7f0
